semicore,semicorep
Nb,Mo
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Mo
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Nb
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Nb
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Nb
Mo,Nb
Mo,Mo
Mo,Hg
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Nb
Mo,Hg
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Hg
Mo,Nb
Mo,Mo
